DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,LOCATION,Cross Street,LAT,LON,Day of Week,Amount,Damage
2022-07-27,1000,5,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),511.0,VERBAL THREAT,400 S  WEYMOUTH                     AV,NO CROSS STREET,33.7407,-118.3097,3,0.0,0
2023-02-04,15,1,Central,352,PICKPOCKET,23,M,H,207.0,BAR/COCKTAIL/NIGHTCLUB,999.0,NO WEAPON,600 S  BROADWAY,NO CROSS STREET,34.0466,-118.252,6,2000.0,1
2023-06-20,1200,9,Van Nuys,354,THEFT OF IDENTITY,56,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,7300    VISTA DEL MONTE              AV,NO CROSS STREET,34.203,-118.4501,2,0.0,0
2023-02-10,800,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,700    NEW DEPOT                    ST,NO CROSS STREET,34.0639,-118.2447,5,399.0,1
2020-01-14,1730,17,Devonshire,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),43,F,X,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,10100    WOODLEY                      AV,NO CROSS STREET,34.2538,-118.4849,2,399.0,1
2020-03-11,2030,7,Wilshire,310,BURGLARY,32,F,W,254.0,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),999.0,NO WEAPON,8300    BEVERLY                      BL,NO CROSS STREET,34.0761,-118.37,3,10000.0,1
2021-02-06,1147,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),48,F,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,300 S  VIRGIL                       AV,NO CROSS STREET,34.0686,-118.2868,6,950.0,1
2022-08-22,2000,21,Topanga,330,BURGLARY FROM VEHICLE,28,F,W,108.0,PARKING LOT,999.0,NO WEAPON,21400    VANOWEN                      ST,NO CROSS STREET,34.1974,-118.5994,1,2000.0,1
2021-06-13,2100,5,Harbor,624,BATTERY - SIMPLE ASSAULT,79,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",900 W  22ND                         ST,NO CROSS STREET,33.7243,-118.2968,7,0.0,0
2022-07-01,1640,12,77th Street,910,KIDNAPPING,0,F,X,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",MANCHESTER,FIGUEROA,33.9601,-118.2827,5,0.0,0
2021-11-20,2100,6,Hollywood,510,VEHICLE - STOLEN,0,X,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,6700    SELMA                        AV,NO CROSS STREET,34.0997,-118.3366,6,20000.0,1
2023-05-17,930,6,Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,M,W,101.0,STREET,999.0,NO WEAPON,LEXINGTON                    AV,CHEROKEE,34.0926,-118.3352,3,20000.0,1
2020-04-18,1900,1,Central,330,BURGLARY FROM VEHICLE,52,F,H,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,300 S  HILL                         ST,NO CROSS STREET,34.0517,-118.2491,6,2000.0,1
2022-07-16,1700,11,Northeast,480,BIKE - STOLEN,34,M,W,207.0,BAR/COCKTAIL/NIGHTCLUB,999.0,NO WEAPON,1400    GLENDALE                     BL,NO CROSS STREET,34.0797,-118.2601,6,2000.0,1
2021-07-24,1115,6,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,M,W,203.0,OTHER BUSINESS,999.0,NO WEAPON,5800 W  SUNSET                       BL,NO CROSS STREET,34.0998,-118.3211,6,20000.0,1
2020-05-30,300,6,Hollywood,220,ATTEMPTED ROBBERY,48,M,B,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,6700    SANTA MONICA                 BL,NO CROSS STREET,34.0907,-118.3363,6,2000.0,1
2021-05-28,1655,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,M,H,101.0,STREET,999.0,NO WEAPON,WEST                         BL,HYDE                         PK,33.9821,-118.3318,5,900.0,1
2021-08-03,800,3,Southwest,354,THEFT OF IDENTITY,40,F,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,4100    DALTON                       AV,NO CROSS STREET,34.0097,-118.3034,2,0.0,0
2021-11-11,2130,3,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,X,X,210.0,RESTAURANT/FAST FOOD,999.0,NO WEAPON,2800    CRENSHAW                     BL,NO CROSS STREET,34.0309,-118.3351,4,900.0,1
2020-12-11,1310,20,Olympic,761,BRANDISH WEAPON,60,M,W,101.0,STREET,102.0,HAND GUN,WESTERN                      AV,1ST                          ST,34.073,-118.3091,5,0.0,0
2020-02-29,1800,16,Foothill,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),34,M,H,410.0,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",999.0,NO WEAPON,13500    PAXTON                       ST,NO CROSS STREET,34.2734,-118.4267,6,950.0,1
2020-02-10,1700,11,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,5100    HIGHLAND VIEW                AV,NO CROSS STREET,34.1393,-118.2088,1,950.0,1
2022-01-02,1320,18,Southeast,624,BATTERY - SIMPLE ASSAULT,73,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10600    WILMINGTON                   AV,NO CROSS STREET,33.9395,-118.239,7,0.0,0
2020-05-24,2120,4,Hollenbeck,220,ATTEMPTED ROBBERY,55,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,511.0,VERBAL THREAT,3400 E  PICO                         BL,NO CROSS STREET,34.018,-118.2065,7,2000.0,1
2023-05-07,2141,10,West Valley,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,402.0,MARKET,999.0,NO WEAPON,16000    SHERMAN                      WY,NO CROSS STREET,34.2011,-118.4818,7,950.0,1
2021-01-30,2100,6,Hollywood,330,BURGLARY FROM VEHICLE,55,F,H,123.0,PARKING UNDERGROUND/BUILDING,999.0,NO WEAPON,5800    LEXINGTON                    AV,NO CROSS STREET,34.0928,-118.3158,6,2000.0,1
2023-05-24,1020,10,West Valley,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,999.0,NO WEAPON,17500    COLLINS                      ST,NO CROSS STREET,34.1738,-118.5142,3,20000.0,1
2022-03-20,2200,9,Van Nuys,480,BIKE - STOLEN,31,F,H,707.0,GARAGE/CARPORT,999.0,NO WEAPON,15100    VICTORY                      BL,NO CROSS STREET,34.1903,-118.4574,7,2000.0,1
2022-10-11,1840,21,Topanga,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,X,109.0,PARK/PLAYGROUND,999.0,NO WEAPON,6400    OWENSMOUTH                   AV,NO CROSS STREET,34.1864,-118.6015,2,900.0,1
2021-07-03,615,18,Southeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",700 W  117TH                        ST,NO CROSS STREET,33.9273,-118.287,6,0.0,0
2021-08-22,2340,2,Rampart,440,THEFT PLAIN - PETTY ($950 & UNDER),51,M,W,108.0,PARKING LOT,999.0,NO WEAPON,2400    WILSHIRE                     BL,NO CROSS STREET,34.0597,-118.2795,7,950.0,1
2022-09-13,1445,3,Southwest,624,BATTERY - SIMPLE ASSAULT,55,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5800    OBAMA                        BL,NO CROSS STREET,34.0217,-118.3724,2,0.0,0
2023-05-18,2300,6,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",WILTON,FOUNTAIN,34.0947,-118.3136,4,0.0,0
2021-05-07,1120,15,N Hollywood,886,DISTURBING THE PEACE,0,M,W,301.0,GAS STATION,999.0,NO WEAPON,11000    VENTURA                      BL,NO CROSS STREET,34.143,-118.3727,5,0.0,0
2020-08-06,2300,10,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,H,501.0,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,18200    SATICOY                      ST,NO CROSS STREET,34.2084,-118.5303,4,0.0,0
2020-10-21,1730,12,77th Street,210,ROBBERY,21,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,SLAUSON                      AV,6TH                          AV,33.9891,-118.3235,3,10000.0,1
2023-06-27,820,3,Southwest,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,X,X,203.0,OTHER BUSINESS,999.0,NO WEAPON,4000 S  WESTERN                      AV,NO CROSS STREET,34.0109,-118.3089,2,950.0,1
2022-02-07,2000,4,Hollenbeck,761,BRANDISH WEAPON,29,F,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,3100    WABASH                       AV,NO CROSS STREET,34.0489,-118.1944,1,0.0,0
2023-05-27,400,12,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,401.0,MINI-MART,999.0,NO WEAPON,1700 W  SLAUSON                      AV,NO CROSS STREET,33.9891,-118.3071,6,900.0,1
2021-03-24,1900,20,Olympic,237,CHILD NEGLECT (SEE 300 W.I.C.),0,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,3400    SAN MARINO                   ST,NO CROSS STREET,34.0545,-118.3072,3,0.0,0
2020-11-23,2100,14,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,35,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",CULVER,MARINA                       FY,33.9619,-118.4455,1,0.0,0
2022-04-19,2000,6,Hollywood,510,VEHICLE - STOLEN,0,X,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,1300 N  LAS PALMAS                   AV,NO CROSS STREET,34.0944,-118.3363,2,20000.0,1
2021-03-11,1820,2,Rampart,121,"RAPE, FORCIBLE",36,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",OAKWOOD,MADISON                      AV,34.0777,-118.2892,4,0.0,0
2023-03-19,200,14,Pacific,624,BATTERY - SIMPLE ASSAULT,25,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",00    WASHINGTON                   BL,NO CROSS STREET,33.9792,-118.4666,7,0.0,0
2021-07-28,600,9,Van Nuys,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,4800    KESTER                       AV,NO CROSS STREET,34.1564,-118.463,3,20000.0,1
2021-10-22,355,13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),53,M,W,203.0,OTHER BUSINESS,999.0,NO WEAPON,1900 S  BROADWAY,NO CROSS STREET,34.0294,-118.2671,5,950.0,1
2022-02-05,1700,9,Van Nuys,310,BURGLARY,44,F,X,249.0,NURSERY/FLOWER SHOP,999.0,NO WEAPON,13900    VENTURA                      BL,NO CROSS STREET,34.1499,-118.4426,6,10000.0,1
2021-11-09,2035,6,Hollywood,210,ROBBERY,58,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1700    ORCHID                       AV,NO CROSS STREET,34.103,-118.3402,2,10000.0,1
2021-12-10,1145,20,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,4800    BEVERLY                      BL,NO CROSS STREET,34.0799,-118.3181,5,0.0,0
2020-06-23,1200,2,Rampart,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,30,F,W,108.0,PARKING LOT,511.0,VERBAL THREAT,1100 W  6TH                          ST,NO CROSS STREET,34.0541,-118.2621,2,0.0,0
2021-01-18,1520,13,Newton,901,VIOLATION OF RESTRAINING ORDER,46,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,100 W  51ST                         ST,NO CROSS STREET,33.9965,-118.2745,1,0.0,0
2023-06-28,2330,5,Harbor,330,BURGLARY FROM VEHICLE,55,M,W,101.0,STREET,999.0,NO WEAPON,26100    FRAMPTON                     AV,NO CROSS STREET,33.7866,-118.3044,3,2000.0,1
2021-06-12,1450,18,Southeast,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10400    WILMINGTON                   AV,NO CROSS STREET,33.9414,-118.239,6,0.0,0
2022-10-21,1600,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,H,102.0,SIDEWALK,304.0,CLUB/BAT,3700    PALOMA                       ST,NO CROSS STREET,34.0122,-118.2615,5,0.0,0
2023-01-02,1940,9,Van Nuys,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),27,M,H,405.0,CLOTHING STORE,999.0,NO WEAPON,6600    VAN NUYS                     BL,NO CROSS STREET,34.1907,-118.4487,1,950.0,1
2020-05-15,1800,1,Central,310,BURGLARY,0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,100 W  5TH                          ST,NO CROSS STREET,34.0467,-118.2485,5,10000.0,1
2023-01-21,1640,13,Newton,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,F,H,405.0,CLOTHING STORE,999.0,NO WEAPON,MARTIN LUTHER KING JR        BL,MAIN,34.0111,-118.274,6,950.0,1
2022-08-20,2110,9,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,5000    TILDEN                       AV,NO CROSS STREET,34.1612,-118.4475,6,0.0,0
2023-05-12,2300,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,F,H,101.0,STREET,106.0,UNKNOWN FIREARM,95TH                         ST,MAIE                         ST,33.9507,-118.2445,5,0.0,0
2022-02-08,1200,6,Hollywood,820,ORAL COPULATION,33,F,W,101.0,STREET,207.0,OTHER KNIFE,SUNSET,WILTON,34.0981,-118.3136,2,0.0,0
2022-06-24,1200,1,Central,624,BATTERY - SIMPLE ASSAULT,80,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 E  2ND                          ST,NO CROSS STREET,34.0472,-118.2371,5,0.0,0
2023-02-16,800,16,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10600    EL DORADO                    AV,NO CROSS STREET,34.2629,-118.4217,4,0.0,0
2021-02-12,1300,20,Olympic,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,101.0,STREET,999.0,NO WEAPON,ARDMORE                      AV,VENICE                       BL,34.0436,-118.3025,5,950.0,1
2020-05-02,1700,20,Olympic,888,TRESPASSING,0,X,X,707.0,GARAGE/CARPORT,999.0,NO WEAPON,900    ELDEN                        AV,NO CROSS STREET,34.055,-118.2877,6,0.0,0
2021-09-26,2300,3,Southwest,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,3500    CIMARRON                     ST,NO CROSS STREET,34.0241,-118.3156,7,20000.0,1
2020-04-29,1300,17,Devonshire,354,THEFT OF IDENTITY,29,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,21600    DEVONSHIRE                   ST,NO CROSS STREET,34.2607,-118.6025,3,0.0,0
2021-01-27,1310,21,Topanga,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),50,M,W,404.0,DEPARTMENT STORE,999.0,NO WEAPON,6400    FALLBROOK                    AV,NO CROSS STREET,0.0,0.0,3,950.0,1
2022-03-19,1340,17,Devonshire,354,THEFT OF IDENTITY,65,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,22200    FRONTIER                     PL,NO CROSS STREET,34.2754,-118.6122,6,0.0,0
2021-02-26,2230,20,Olympic,888,TRESPASSING,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,4100    WILSHIRE                     BL,NO CROSS STREET,34.0653,-118.3183,5,0.0,0
2022-08-20,1730,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),35,M,F,210.0,RESTAURANT/FAST FOOD,999.0,NO WEAPON,700 W  7TH                          ST,NO CROSS STREET,34.0491,-118.2558,6,950.0,1
2023-03-15,800,8,West LA,354,THEFT OF IDENTITY,44,F,A,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,10300    ASHTON                       AV,NO CROSS STREET,34.0664,-118.4253,3,0.0,0
2023-03-01,1400,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",62,M,W,710.0,OTHER PREMISE,999.0,NO WEAPON,9000    AIRPORT                      BL,NO CROSS STREET,33.9553,-118.3857,3,20000.0,1
2020-01-12,1145,18,Southeast,624,BATTERY - SIMPLE ASSAULT,46,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800 E  111TH                        DR,NO CROSS STREET,33.9337,-118.2603,7,0.0,0
2023-03-02,2330,1,Central,624,BATTERY - SIMPLE ASSAULT,62,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  6TH                          ST,NO CROSS STREET,34.046,-118.251,4,0.0,0
2020-12-23,2100,7,Wilshire,330,BURGLARY FROM VEHICLE,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,600 N  HAYWORTH                     AV,NO CROSS STREET,34.0816,-118.3627,3,2000.0,1
2023-04-30,1600,15,N Hollywood,510,VEHICLE - STOLEN,0,X,X,108.0,PARKING LOT,999.0,NO WEAPON,11900    WEDDINGTON                   ST,NO CROSS STREET,34.1667,-118.3921,7,20000.0,1
2023-01-25,1220,10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,M,W,704.0,ELEMENTARY SCHOOL,511.0,VERBAL THREAT,7700    MELVIN                       AV,NO CROSS STREET,34.2103,-118.5603,3,0.0,0
2021-12-16,335,6,Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,B,101.0,STREET,107.0,OTHER FIREARM,6900    BONITA                       TR,NO CROSS STREET,34.1048,-118.3403,4,0.0,0
2020-08-28,1,11,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44,M,A,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,2100    CHICKASAW                    AV,NO CROSS STREET,34.1368,-118.2134,5,950.0,1
2022-12-28,1100,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,210.0,RESTAURANT/FAST FOOD,999.0,NO WEAPON,5900 S  VERMONT                      AV,NO CROSS STREET,33.9872,-118.2915,3,399.0,1
2020-01-28,1900,9,Van Nuys,624,BATTERY - SIMPLE ASSAULT,47,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",14400    VALERIO                      ST,NO CROSS STREET,34.2048,-118.4468,2,0.0,0
2020-08-30,1810,19,Mission,210,ROBBERY,20,M,W,101.0,STREET,102.0,HAND GUN,HUBBARD,FOOTHILL,34.3083,-118.4293,7,10000.0,1
2020-09-15,900,8,West LA,354,THEFT OF IDENTITY,27,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,1300    FEDERAL                      AV,NO CROSS STREET,34.0465,-118.4588,2,0.0,0
2020-01-23,1035,12,77th Street,624,BATTERY - SIMPLE ASSAULT,19,M,H,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VERNON                       AV,WESTERN                      AV,34.0037,-118.3089,4,0.0,0
2022-10-02,1745,3,Southwest,624,BATTERY - SIMPLE ASSAULT,24,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1700 W  38TH                         ST,NO CROSS STREET,34.0174,-118.311,7,0.0,0
2020-04-03,1710,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",66,F,B,101.0,STREET,304.0,CLUB/BAT,300 W  92ND                         ST,NO CROSS STREET,33.9528,-118.2782,5,900.0,1
2021-07-30,1730,12,77th Street,310,BURGLARY,62,F,H,213.0,WAREHOUSE,999.0,NO WEAPON,6800 S  HOOVER                       ST,NO CROSS STREET,33.9782,-118.2871,5,10000.0,1
2022-03-16,1420,19,Mission,625,OTHER ASSAULT,73,M,B,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",13700    FOOTHILL                     BL,NO CROSS STREET,34.3087,-118.4319,3,0.0,0
2022-09-12,1930,17,Devonshire,761,BRANDISH WEAPON,25,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,19400    PARTHENIA                    ST,NO CROSS STREET,34.2312,-118.5632,1,0.0,0
2022-11-13,100,13,Newton,510,VEHICLE - STOLEN,0,X,X,101.0,STREET,999.0,NO WEAPON,23RD                         ST,FLOWER                       ST,34.0304,-118.2736,7,20000.0,1
2020-05-07,1430,15,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),54,M,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,2800    BASELINE                     TL,NO CROSS STREET,34.1284,-118.3568,4,950.0,1
2021-10-10,2000,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,H,213.0,WAREHOUSE,999.0,NO WEAPON,7200    ATOLL                        AV,NO CROSS STREET,34.2012,-118.4211,7,900.0,1
2020-05-14,1651,21,Topanga,320,"BURGLARY, ATTEMPTED",32,F,W,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,22300    MOBILE                       ST,NO CROSS STREET,34.1884,-118.6122,4,0.0,0
2020-09-09,1310,9,Van Nuys,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,14500    SATICOY                      ST,NO CROSS STREET,34.2084,-118.4599,3,0.0,0
2023-01-23,1225,15,N Hollywood,624,BATTERY - SIMPLE ASSAULT,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11900    VANOWEN                      ST,NO CROSS STREET,34.1939,-118.3922,1,0.0,0
2020-01-04,1000,18,Southeast,900,VIOLATION OF COURT ORDER,41,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",515.0,PHYSICAL PRESENCE,2200 E  97TH                         ST,NO CROSS STREET,33.9483,-118.2329,6,0.0,0
2022-07-30,1545,12,77th Street,354,THEFT OF IDENTITY,36,F,B,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1000 W  62ND                         ST,NO CROSS STREET,33.9833,-118.2915,6,0.0,0
2022-04-02,1400,3,Southwest,901,VIOLATION OF RESTRAINING ORDER,62,F,H,501.0,SINGLE FAMILY DWELLING,999.0,NO WEAPON,1900    BROWNING                     BL,NO CROSS STREET,34.0119,-118.3133,6,0.0,0
2021-02-23,1300,18,Southeast,624,BATTERY - SIMPLE ASSAULT,29,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",96TH,EVERS,33.9363,-118.2426,2,0.0,0
2020-03-22,2230,12,77th Street,330,BURGLARY FROM VEHICLE,24,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",999.0,NO WEAPON,FLORENCE                     AV,BRYNHURST                    AV,33.9745,-118.3338,7,2000.0,1
2020-04-12,100,18,Southeast,624,BATTERY - SIMPLE ASSAULT,18,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  108TH                        ST,NO CROSS STREET,33.9383,-118.2762,7,0.0,0
2020-04-02,1830,17,Devonshire,310,BURGLARY,0,X,X,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,8900    RESEDA                       BL,NO CROSS STREET,34.2319,-118.5361,4,10000.0,1
2020-01-30,1200,12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,63,M,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,6100 S  NORMANDIE                    AV,NO CROSS STREET,33.9842,-118.3002,4,0.0,0
2020-05-04,1830,12,77th Street,903,CONTEMPT OF COURT,55,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,2200 W  67TH                         ST,NO CROSS STREET,33.9818,-118.3221,1,0.0,0
2021-10-08,630,1,Central,330,BURGLARY FROM VEHICLE,0,X,X,101.0,STREET,999.0,NO WEAPON,600 N  HILL                         ST,NO CROSS STREET,34.0591,-118.2412,5,2000.0,1
2023-06-26,1200,9,Van Nuys,761,BRANDISH WEAPON,15,M,H,721.0,HIGH SCHOOL,200.0,KNIFE WITH BLADE 6INCHES OR LESS,6500    CEDROS                       AV,NO CROSS STREET,34.1887,-118.4531,1,0.0,0
2021-11-21,1010,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",33,M,W,504.0,OTHER RESIDENCE,999.0,NO WEAPON,3700    KELTON                       AV,NO CROSS STREET,34.0165,-118.4121,7,900.0,1
2020-10-10,730,20,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,B,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,4800 W  MELROSE                      AV,NO CROSS STREET,34.0835,-118.3047,6,0.0,0
2021-06-18,130,14,Pacific,330,BURGLARY FROM VEHICLE,50,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",999.0,NO WEAPON,7700    SAINT BERNARD                ST,NO CROSS STREET,33.9568,-118.429,5,2000.0,1
